Symbol,Sector,Mktcap,EMA_21,EMA_50,ADX,RSI
RPTECH,IT - Hardware,SmallCap,309.4,304.98,21.1,53.45
UTTAMSUGAR,Agri - Sugar,SmallCap,309.61,293.56,20.7,50.11
FEDERALBNK,Financials - Private Bank,MidCap,204.78,199.79,21.05,53.01
FSL,Tech - BPO,SmallCap,375.48,363.09,20.21,55.39
TIPSMUSIC,Media - Entertainment,SmallCap,667.93,659.83,20.4,53.26
WABAG,Water Supply & Management,SmallCap,1548.78,1489.39,20.81,54.25
GSFC,Agrochem - Fertilizers,SmallCap,204.74,198.64,24.4,50.5
GALAPREC,Industial Products - Precision Components,SmallCap,902.98,890.62,23.07,50.62
MARINE,Electronics - Components,SmallCap,217.99,206.17,20.73,58.41
VAIBHAVGBL,Consumption - Jewelry,SmallCap,250.07,243.86,21.71,53.55
IRFC,Railways,LargeCap,139.87,135.45,21.51,52.54
SKYGOLD,Consumption - Jewelry,SmallCap,367.7,353.29,24.79,60.25
JAGSNPHARM,Healthcare - Formulations,SmallCap,229.67,226.45,21.66,52.09
RVNL,Railways,MidCap,409.62,393.34,25.69,52.4
HEMIPROP,Real Estate,SmallCap,139.47,136.79,20.82,54.11
GODREJAGRO,Agri - Animal Feed,SmallCap,775.3,760.5,20.92,51.12
GRANULES,Healthcare - API/Drug,SmallCap,518.43,506.94,31.97,50.63
JBMA,Auto - Body,SmallCap,712.11,691.53,23.72,54.42
MICEL,Electronics - Components,SmallCap,61.83,60.87,25.33,54.11
BANKINDIA,Financials - PSU Bank,MidCap,121.28,116.76,27.23,53.03
BERGEPAINT,Consumption - Paints,MidCap,564.46,550.24,20.49,55.11
DREDGECORP,Engineering - Dredging,SmallCap,741.88,694.77,38.1,51.21
BORORENEW,Power - Green Equipment,SmallCap,552.46,537.56,21.84,50.34
MARKSANS,Healthcare - Formulations - Generic,SmallCap,251.94,242.14,20.63,57.44
TATATECH,IT - Services,MidCap,755.12,734.85,25.08,50.46
ESTER,Packaging - Flex,SmallCap,133.15,130.8,28.85,50.04
IGIL,Others,SmallCap,386.23,383.11,25.13,50.26
GHCL,Chemicals - Bulk,SmallCap,623.7,620.85,22.08,50.74
MASTERTR,Financials - Broking,SmallCap,158.0,151.42,36.76,55.08
SUMMITSEC,Financials - Holding/Investing,SmallCap,2091.49,2041.7,24.61,55.38
TTML,Telecom - Mobile/FixedLine,SmallCap,70.77,67.07,35.3,55.18
MAYURUNIQ,Leather Products,SmallCap,574.35,549.42,26.2,54.25
ORIENTHOT,Leisure - Hotels,SmallCap,153.26,150.3,20.41,50.41
RELIGARE,Financials - Insurance & Lending,SmallCap,230.3,228.76,20.51,58.17
APLAPOLLO,Metals - Pipe & Tube,MidCap,1830.47,1740.92,28.14,54.69
SUZLON,Power - Green Equipment,MidCap,64.99,61.99,22.23,50.91
MOREPENLAB,Healthcare - Formulations - OTC,SmallCap,64.22,61.54,23.59,50.65
HINDZINC,Metals - Non Ferrous,MidCap,484.72,463.57,31.47,53.34
IMAGICAA,Leisure - Misc,SmallCap,69.19,67.68,22.57,50.08
NORTHARC,Financials - NBFC,SmallCap,218.76,210.63,20.22,50.55
METROBRAND,Consumption - Footwear,SmallCap,1204.57,1169.65,34.81,52.65
M&MFIN,Financials - NBFC,MidCap,268.8,267.73,20.8,51.35
ICICIPRULI,Financials - Life,LargeCap,635.0,620.4,21.22,55.51
BAJAJCON,Consumption - Personal,SmallCap,175.1,173.2,27.32,50.04
NUVOCO,Infra - Cement,SmallCap,352.84,344.98,20.8,51.04
TCIEXP,Transport - Logistics,SmallCap,766.2,739.13,26.0,57.33
ABB,Power - Equipment,LargeCap,5969.4,5815.7,20.17,58.06
SKIPPER,Power - Equipment,SmallCap,498.16,480.22,24.6,52.79
AMRUTANJAN,Healthcare - Naturals/OTC/Consumers,SmallCap,708.82,695.34,20.08,55.88
DREAMFOLKS,Infra - Airport Services,SmallCap,264.54,261.24,24.22,50.32
JKIL,Infra - Heavy Engineering,SmallCap,720.95,705.9,20.71,51.4
NAVKARCORP,Transport - Logistics,SmallCap,110.91,108.51,24.49,52.76
AURUM,IT - Services,SmallCap,200.77,192.62,22.49,57.59
PTCIL,Industrial Products - Precision Components,SmallCap,14852.62,14363.2,20.25,50.52
CARRARO,Auto - Drivetrain,SmallCap,440.37,421.56,22.2,50.94
VEDL,Metals - Diversified,LargeCap,449.45,440.43,20.52,57.16
JUNIPER,Leisure - Hotels,SmallCap,312.32,302.49,21.83,53.46
CHALET,Leisure - Hotels,SmallCap,899.08,874.8,22.06,53.56
FINCABLES,Power - Wiring,SmallCap,961.18,943.44,23.18,52.4
RPSGVENT,Tech - BPO,SmallCap,917.9,892.57,23.41,52.2
SBILIFE,Financials - Life,LargeCap,1778.09,1720.37,20.72,57.78
MINDACORP,Auto - Electricals & Electronics,SmallCap,535.55,525.39,24.98,52.46
ETHOSLTD,Consumption - Jewelry,SmallCap,2849.93,2750.23,23.01,51.92
CAPITALSFB,Financials - Private Bank,SmallCap,297.08,291.62,21.98,52.58
CONFIPET,Utility - Gas Distribution,SmallCap,58.71,57.53,25.11,51.41
RELTD,Power - Green - Misc,SmallCap,140.23,130.99,33.32,50.22
RICOAUTO,Auto - Drivetrain,SmallCap,76.99,73.33,24.78,51.28
CYIENT,IT - Services,SmallCap,1320.65,1306.74,20.22,60.55
BHEL,Power - Equipment,MidCap,252.33,241.6,20.48,52.12
KIRLOSENG,Industrial - Pumps/Engines,SmallCap,863.18,825.66,26.43,50.55
APOLLOPIPE,Infra - Plastic Products,SmallCap,442.51,424.61,28.79,50.93
VMM,Consumption - Retail,MidCap,125.26,123.45,20.68,53.14
TVSSCS,Transport - Logistics,SmallCap,133.56,130.66,22.46,57.04
LT,Infra - Heavy Engineering,LargeCap,3610.5,3532.46,20.31,54.29
THOMASCOOK,IT - Platform - Tour & Travel,SmallCap,163.37,156.16,24.29,51.47
NEWGEN,IT - Software/Consulting,SmallCap,1201.63,1155.37,37.42,50.14
JISLJALEQS,Industrial Products - Plastic,SmallCap,60.81,59.17,33.37,50.56
WEL,Consumption - Appliances,SmallCap,174.57,172.66,22.66,50.48
GLENMARK,Healthcare - Formulations - Generic,MidCap,1576.21,1509.99,32.88,67.28
TVSHLTD,Auto - Electricals & Batteries,SmallCap,10976.74,10499.19,23.78,51.41
GREENPLY,Infra - Laminates,SmallCap,314.63,305.32,20.56,53.03
MTARTECH,Defense - Mfg,SmallCap,1676.01,1595.52,23.2,54.65
BOSCHLTD,Auto - Electricals & Electronics,LargeCap,31705.13,30844.71,21.32,50.93
HUDCO,Financials - Institute - Infra,MidCap,231.67,227.11,21.05,50.74
NEULANDLAB,Healthcare - API/Drug,SmallCap,12325.53,12190.88,22.44,50.65
KPITTECH,IT - Software/Consulting,MidCap,1362.82,1329.32,27.01,58.74
TATAELXSI,IT - Software/Consulting,MidCap,6357.46,6157.76,24.66,50.04
WALCHANNAG,Industial Products - Process Equipment & Fabrication,SmallCap,231.77,217.98,20.12,52.41
AWFIS,HR Services / Outsourcing & Workplace Solutions,SmallCap,659.54,653.91,24.69,52.04
PAYTM,IT - Fintech,MidCap,892.52,872.41,20.31,52.24
SBICARD,Financials - NBFC,MidCap,959.56,926.58,20.24,57.9
NIBE,Defense - Mfg,SmallCap,1716.5,1578.14,22.88,53.02
OIL,Oil and Gas - Upstream,MidCap,450.71,431.54,27.84,50.22
MAMATA,Industial Products - Machinery,SmallCap,421.6,412.63,22.31,52.31
MAZDOCK,Defense - Ship,MidCap,3297.72,3142.99,20.58,50.22
DIACABS,Power - Wiring,SmallCap,103.57,101.6,31.56,62.77
GODREJIND,Chemicals - Diversified,MidCap,1267.91,1207.04,30.62,50.36
HEROMOTOCO,Auto - 2W,LargeCap,4294.13,4172.26,20.74,52.3
JMFINANCIL,Financials - Diversified,SmallCap,137.75,125.85,43.24,68.06
ASHOKA,Infra - Road & Highways,SmallCap,207.38,205.37,20.44,50.46
DAMCAPITAL,Financials - Broking,SmallCap,261.2,252.16,23.69,51.36
INDIACEM,Infra - Cement,SmallCap,325.76,319.07,20.21,55.12
MVGJL,Consumption - Jewelry,SmallCap,247.62,237.78,31.5,61.61
ZAGGLE,IT - Services,SmallCap,421.7,407.2,25.97,51.53
OSWALAGRO,Financials - Misc,SmallCap,91.99,88.27,22.13,52.4
BLUEJET,Healthcare - API/Drug,SmallCap,879.65,842.48,22.3,51.8
LAOPALA,Consumption - Homeware,SmallCap,254.57,247.89,21.14,53.39
CONCOR,Transport - Logistics,MidCap,604.02,592.17,20.99,51.47
NFL,Agrochem - Fertilizers,SmallCap,100.21,96.73,21.28,53.84
PRUDENT,Financials - WMC,SmallCap,2731.91,2605.3,20.23,50.28
VMART,Consumption - Retail,SmallCap,884.97,858.37,24.54,50.06
KICL,Financials - Holding/Investing,SmallCap,5071.01,4908.28,20.83,52.62
RCF,Agrochem - Fertilizers,SmallCap,155.46,150.17,20.07,57.0
FACT,Agrochem - Fertilizers,SmallCap,995.48,917.07,44.73,63.32
BRIGADE,Real Estate,SmallCap,1160.45,1119.56,28.54,51.39
SURYODAY,Financials - Private Bank,SmallCap,140.28,134.45,20.11,53.73
LODHA,Real Estate,LargeCap,1447.35,1389.01,20.12,54.01
AYMSYNTEX,Textiles - Mfg (Spin/Yarn/Integrated),SmallCap,243.84,231.89,20.36,55.94
LAURUSLABS,Healthcare - API/Drug,SmallCap,652.78,631.96,26.8,65.27
STYRENIX,Chemicals - Specialty - Plastics,SmallCap,3229.99,3074.21,21.94,53.3
LGHL,Real Estate,SmallCap,653.28,604.44,46.78,65.98
PERSISTENT,IT - Software/Consulting,MidCap,5902.67,5712.5,20.43,61.14
RUSTOMJEE,Real Estate,SmallCap,549.33,540.86,41.98,63.69
LIKHITHA,Infra - Construction,SmallCap,291.28,286.54,21.26,50.88
CENTUM,Electronics - EMS,SmallCap,2282.57,2117.88,20.04,56.63
DCBBANK,Financials - Private Bank,SmallCap,143.07,138.06,20.42,52.52
GODREJPROP,Real Estate,MidCap,2368.75,2285.15,20.76,55.75
OFSS,IT - Product - Software,MidCap,9116.47,8846.22,26.22,51.23
RESPONIND,Infra - Plastic Products,SmallCap,205.51,201.71,25.7,60.15
POLICYBZR,IT - Fintech,MidCap,1848.88,1777.6,21.3,50.26
VESUVIUS,Metals - Foundry Support,SmallCap,565.3,538.29,24.42,50.63
XPROINDIA,Packaging - Flex,SmallCap,1216.0,1187.97,22.4,52.18
VALIANTORG,Chemicals - Specialty - Diversified,SmallCap,429.9,398.66,23.92,50.16
OAL,Chemicals - Specialty - FMCG,SmallCap,384.73,371.53,21.59,54.93
REFEX,Chemicals - Misc,SmallCap,463.33,449.92,21.21,50.62
POKARNA,Infra - Ceramics/Granites,SmallCap,1054.0,1044.23,20.53,50.82
SMLISUZU,Auto - CV,SmallCap,1852.39,1760.82,42.1,68.37
BUTTERFLY,Consumption - Kitchen/ Accessories,SmallCap,736.08,716.8,22.31,51.1
GABRIEL,Auto - Suspension & Axles,SmallCap,624.91,607.43,23.49,64.88
JBCHEPHARM,Healthcare - Formulations,SmallCap,1733.34,1690.49,21.12,62.44
TDPOWERSYS,Power - Equipment,SmallCap,507.63,478.77,23.58,51.27
ANANTRAJ,Real Estate,SmallCap,542.31,530.89,20.19,55.32
SMSPHARMA,Healthcare - API/Drug,SmallCap,246.19,243.46,20.37,52.11
SIGACHI,Healthcare - API/Drug,SmallCap,54.09,50.06,24.44,57.67
SHAREINDIA,Financials - Broking,SmallCap,178.78,177.47,20.01,51.91
EUREKAFORB,Consumption - Appliances,SmallCap,599.71,582.31,21.03,53.62
RAMCOSYS,IT - Product - Software,SmallCap,413.27,403.91,24.31,50.01
ASTRAL,Infra - Plastic Products,MidCap,1506.78,1461.58,20.57,50.83
GRWRHITECH,Industrial Products - Plastic,SmallCap,4180.68,4050.46,20.17,50.89
PIDILITIND,Chemicals - Specialty - FMCG,LargeCap,3017.14,3003.38,21.08,55.93
TFCILTD,Financials - Institute - Infra,SmallCap,225.72,211.9,20.16,64.79
COROMANDEL,Agrochem - Fertilizers,MidCap,2350.11,2286.15,26.12,63.19
VISHNU,Chemicals - Specialty - Diversified,SmallCap,537.85,509.38,24.12,50.73
COCHINSHIP,Defense - Ship,MidCap,2095.57,1929.6,25.14,50.23
MAXESTATES,Real Estate,SmallCap,499.37,479.72,21.99,52.24
BHARATFORG,Auto - Forgings,MidCap,1285.84,1243.09,20.51,58.96
CENTURYPLY,Infra - Laminates,SmallCap,754.66,749.35,20.9,52.41
AJMERA,Real Estate,SmallCap,918.15,887.22,21.15,54.53
KPEL,Power - Green - EPC,SmallCap,509.32,481.37,20.17,54.61
BALUFORGE,Metals - Casting/Forging,SmallCap,670.8,648.55,20.01,59.19
BLSE,IT - E-Governance,SmallCap,200.21,191.09,25.66,52.51
RADICO,Beverages - Alcohol,SmallCap,2618.39,2548.53,21.84,51.48
SYRMA,Electronics - EMS,SmallCap,533.01,520.46,24.07,65.71
TIINDIA,Auto - Forgings,MidCap,2984.52,2953.13,20.94,58.92
FINPIPE,Infra - Plastic Products,SmallCap,216.43,207.77,23.65,52.87
IONEXCHANG,Water Supply & Management,SmallCap,536.12,534.71,20.24,53.82
NESTLEIND,Consumption - FMCG Conglomerates ,LargeCap,2399.78,2378.05,21.73,52.38
IXIGO,IT - Platform - Tour & Travel,SmallCap,175.76,169.21,25.35,51.53
SHK,Consumption - Personal,SmallCap,237.22,227.63,24.5,50.05
GENUSPOWER,Electronics - Automation,SmallCap,368.89,351.84,20.51,51.32
SURAJEST,Real Estate,SmallCap,358.08,346.06,21.7,55.83
ELECTHERM,Metals - Iron & Steel,SmallCap,1168.76,1111.19,32.44,51.65
HAL,Defense - Mfg,LargeCap,4921.16,4763.22,20.73,50.61
MEDPLUS,IT - Platform - Healthcare/Pharma,SmallCap,891.28,869.15,22.7,50.55
SPORTKING,Textiles - Mfg (Spin/Yarn/Integrated),SmallCap,112.13,108.28,20.61,56.18
ECLERX,IT - Services,SmallCap,3481.67,3294.09,22.16,52.74
DOLATALGO,Financials - Misc,SmallCap,99.62,96.67,23.26,53.68
SIGNATURE,Real Estate,SmallCap,1248.9,1222.38,20.14,51.06
KOTHARIPET,Chemicals - Petro,SmallCap,177.69,171.7,21.13,55.12
SSWL,Auto - Wheels ,SmallCap,257.35,240.37,35.83,55.81
PURVA,Real Estate,SmallCap,288.09,275.8,20.96,55.17
ANGELONE,Financials - Broking,SmallCap,2926.42,2807.96,20.79,54.25
INDIGOPNTS,Consumption - Paints,SmallCap,1122.45,1086.05,30.08,69.22
NETWEB,IT - Hardware,SmallCap,1825.1,1787.26,20.12,56.16
IRCON,Railways,SmallCap,200.24,190.63,20.1,56.27
WAAREERTL,Power - Green - IPP,SmallCap,995.08,908.93,21.18,53.06
HDFCAMC,Financials - AMC,MidCap,5005.87,4785.87,20.28,57.54
HUBTOWN,Real Estate,SmallCap,224.37,210.11,38.14,69.37
DIFFNKG,Industial Products - Fabrication,SmallCap,304.55,294.33,21.45,54.9
GMMPFAUDLR,Industial Products - Glasslined Equipments,SmallCap,1165.8,1137.7,33.53,67.93
MADRASFERT,Agrochem - Fertilizers,SmallCap,92.68,90.69,23.61,51.05
TMB,Financials - Private Bank,SmallCap,446.77,445.05,20.1,50.78
NBCC,Infra - Construction,SmallCap,120.47,113.45,24.21,51.79
SDBL,Beverages - Alcohol,SmallCap,158.8,149.67,21.33,50.28
BSE,IT - Platform - Exchange/RTA,MidCap,2720.47,2523.43,20.06,56.34
SUPREMEIND,Industrial Products - Plastic,MidCap,4340.53,4123.63,22.23,50.77
ARVINDFASN,Textiles - Fashion Retail,SmallCap,476.59,460.13,26.61,50.02
KAJARIACER,Infra - Ceramics/Granites,SmallCap,1056.9,1002.72,42.98,67.54
ELECON,Electronics - Components,SmallCap,649.5,626.47,22.55,51.11
MUTHOOTMF,Financials - MFI,SmallCap,135.99,135.82,26.23,68.32
HDFCLIFE,Financials - Life,LargeCap,781.05,756.62,21.05,54.8
WEALTH,Financials - WMC,SmallCap,1197.81,1106.43,38.25,54.03
SFL,"Furniture, Home Furnishing",SmallCap,708.87,696.67,35.91,51.2
TRENT,Consumption - Retail,LargeCap,5936.04,5715.31,26.52,63.83
RAMRAT,Power - Wiring,SmallCap,674.04,640.15,20.65,52.5
ABREL,Paper,SmallCap,2366.29,2252.97,23.73,52.87
PARADEEP,Agrochem - Fertilizers,SmallCap,163.43,155.8,23.76,50.21
TITAGARH,Railways,SmallCap,916.03,884.81,20.17,57.75
VRLLOG,Transport - Logistics,SmallCap,570.67,548.9,36.41,68.59
OBEROIRLTY,Real Estate,MidCap,1888.81,1813.49,26.39,50.15
AZAD,Industial Products - Precision Components,SmallCap,1651.66,1638.0,28.93,50.13
PENIND,Industial Products - Precision Components,SmallCap,230.12,218.57,20.75,54.21
CEATLTD,Auto - Tyres,SmallCap,3649.9,3550.6,20.58,53.61
VSTIND,Consumption - Cigarettes,SmallCap,293.96,290.18,20.05,56.35
ACLGATI,Transport - Logistics,SmallCap,68.2,66.98,20.34,53.93
CAMS,IT - Platform - Exchange/RTA,SmallCap,4175.71,4052.26,20.3,58.53
LXCHEM,Chemicals - Specialty - Pharma,SmallCap,197.71,195.25,21.92,51.13
ROSSTECH,Defense - Technology & Electronics,SmallCap,400.56,374.07,34.51,69.43
JGCHEM,Chemicals - Specialty - Rubber,SmallCap,391.52,374.06,25.3,60.77
KIOCL,Metals - Iron & Steel,SmallCap,294.66,286.99,34.04,50.46
VSSL,Metals - Iron & Steel,SmallCap,258.81,252.37,24.15,51.79
IKS,IT - Platform - Healthcare/Pharma,SmallCap,1628.53,1605.84,25.64,52.45
SHAKTIPUMP,Industrial - Pumps/Engines,SmallCap,946.84,930.39,26.78,50.4
NELCO,Telecom - Equipments,SmallCap,1014.47,968.85,36.91,50.52
KRISHANA,Agrochem - Fertilizers,SmallCap,481.88,420.32,52.47,57.77
DELHIVERY,Transport - Logistics,SmallCap,373.35,351.46,32.67,69.57
KERNEX,Railways,SmallCap,1185.3,1098.73,21.46,50.59
RAILTEL,Railways,SmallCap,419.97,396.33,31.52,52.01
HITECHGEAR,Auto - Drivetrain,SmallCap,725.31,689.0,20.45,54.71
ADFFOODS,Consumption - Foods/Drinks,SmallCap,269.78,259.46,34.5,50.24
MTNL,Telecom - Mobile/FixedLine,SmallCap,50.31,48.42,34.29,51.38
MMTC,Others,SmallCap,70.34,67.32,21.55,50.65
BHAGCHEM,Agrochem - Pesticides,SmallCap,300.42,299.0,20.85,58.57
RPEL,Metals - Foundry Support,SmallCap,704.28,683.09,36.05,54.81
IFCI,Financials - Institute - Infra,SmallCap,62.38,58.29,20.56,53.04
PREMEXPLN,Defense - Explosives,SmallCap,578.03,541.1,28.97,50.91
AARTIIND,Chemicals - Specialty - Diversified,SmallCap,470.07,459.6,21.46,56.12
RML,Auto - Drivetrain,SmallCap,905.2,859.96,40.26,52.77
NDTV,Media - TV Broadcast,SmallCap,155.38,149.34,31.64,50.58
TATAINVEST,Financials - Holding/Investing,MidCap,6730.23,6561.83,32.15,52.88
RHIM,Metals - Foundry Support,SmallCap,477.23,470.82,22.38,51.1
UFLEX,Packaging - Flex,SmallCap,607.28,591.28,30.0,55.24
SIRCA,Consumption - Paints,SmallCap,371.09,345.13,39.71,65.54
ASTRAMICRO,Defense - Technology & Electronics,SmallCap,1078.22,1022.01,25.34,50.74
ZENTEC,Defense - Technology & Electronics,SmallCap,1940.21,1848.14,20.27,50.78
BANDHANBNK,Financials - Private Bank,MidCap,180.65,173.42,35.57,51.36
RIIL,Transport - Misc,SmallCap,956.29,933.55,34.2,50.62
EQUITASBNK,Financials - Private Bank,SmallCap,67.15,65.76,25.83,54.56
HLEGLAS,Industial Products - Glasslined Equipments,SmallCap,440.98,397.86,40.25,55.67
MMFL,Auto - Forgings,SmallCap,373.36,368.42,27.33,54.06
EXICOM,Telecom - Equipments,SmallCap,192.3,184.83,35.33,58.92
SEQUENT,Healthcare - Animals,SmallCap,188.23,180.63,22.47,51.56
CLSEL,Agri - Rice,SmallCap,354.6,344.8,21.15,52.85
EMBDL,Real Estate,SmallCap,117.75,114.16,23.65,50.49
TEAMLEASE,HR Services / Outsourcing & Workplace Solutions,SmallCap,2007.61,1995.5,21.5,55.94
OPTIEMUS,Telecom - Equipments,SmallCap,627.92,595.56,23.42,50.24
TECHM,IT - Software/Consulting,LargeCap,1658.08,1609.35,26.8,52.21
ATGL,Utility - Gas Distribution,MidCap,658.71,652.44,20.19,50.84
ATHERENERG,Auto - 2W,SmallCap,325.95,319.63,20.17,54.69
MIDHANI,Defense - Mfg,SmallCap,429.16,401.12,31.67,50.25
GRINFRA,Infra - Road & Highways,SmallCap,1292.22,1252.12,29.15,50.46
MAHLOG,Transport - Logistics,SmallCap,337.42,326.2,28.33,68.19
GEOJITFSL,Financials - Broking,SmallCap,84.55,83.25,20.05,53.24
SOLARINDS,Defense - Explosives,MidCap,16791.1,15588.99,23.01,52.93
GANDHAR,Refineries & Marketing,SmallCap,172.2,167.58,21.71,50.6
CIEINDIA,Auto - Drivetrain,SmallCap,448.1,441.52,26.03,54.62
BHARTIHEXA,Telecom - Mobile/FixedLine,MidCap,1856.67,1768.54,33.67,50.2
AKUMS,Healthcare - CRAMS/CDMO,SmallCap,568.28,555.09,29.4,52.28
RAMKY,Infra - Construction,SmallCap,536.09,516.37,24.31,61.56
LLOYDSME,Metals - Iron & Steel,MidCap,1509.62,1431.27,21.33,56.05
SPIC,Agrochem - Fertilizers,SmallCap,87.62,85.74,25.72,50.95
GMDCLTD,Mining - Coal/Minerals,SmallCap,398.57,372.07,35.97,52.4
TITAN,Consumption - Jewelry,LargeCap,3604.84,3520.9,26.32,60.77
DRREDDY,Healthcare - Formulations,LargeCap,1300.79,1270.99,25.07,54.98
IIFL,Financials - NBFC,SmallCap,467.28,438.61,36.03,65.23
DCW,Chemicals - Petro,SmallCap,80.47,79.72,22.21,51.67
SANATHAN,Textiles - Mfg (Spin/Yarn/Integrated),SmallCap,468.65,448.69,26.22,65.91
AUTOAXLES,Auto - Suspension & Axles,SmallCap,1792.0,1762.21,20.98,50.54
SHILPAMED,Healthcare - CRAMS/CDMO,SmallCap,882.88,836.0,22.37,54.13
ROUTE,IT - Gaming/Entertainment,SmallCap,1008.09,1003.27,25.3,51.65
MOIL,Mining - Coal/Minerals,SmallCap,379.32,367.04,20.08,51.67
TEXRAIL,Railways,SmallCap,170.24,163.43,26.31,53.28
CANBK,Financials - PSU Bank,LargeCap,112.14,108.21,20.16,59.32
5PAISA,Financials - Broking,SmallCap,409.52,400.86,20.99,56.61
BIRLAMONEY,Financials - Broking,SmallCap,188.75,180.1,20.25,61.71
MAHSEAMLES,Metals - Pipe & Tube,SmallCap,722.43,703.47,23.99,50.39
NAHARSPING,Textiles - Mfg (Spin/Yarn/Integrated),SmallCap,276.87,268.19,21.05,50.15
TI,Beverages - Alcohol,SmallCap,349.68,338.42,20.4,50.54
CUMMINSIND,Industrial - Pumps/Engines,MidCap,3326.94,3209.32,28.65,69.26
JCHAC,Consumption - Appliances,SmallCap,1769.41,1756.73,23.87,62.71
TATASTEEL,Metals - Iron & Steel,LargeCap,159.14,155.45,20.66,58.88
HINDWAREAP,Infra - Ceramics/Granites,SmallCap,282.33,262.68,29.7,50.04
SURYAROSNI,Metals - Pipe & Tube,SmallCap,336.56,319.27,35.81,51.45
INDNIPPON,Auto - Electricals & Batteries,SmallCap,735.75,700.64,44.38,69.93
MUFIN,Financials - NBFC,SmallCap,78.24,77.2,23.19,69.63
NUVAMA,Financials - WMC,SmallCap,7533.58,7112.93,22.65,50.5
KEI,Power - Wiring,MidCap,3730.66,3589.84,24.89,56.26
ANDHRAPAP,Paper,SmallCap,82.04,79.76,20.04,56.99
ASHIANA,Real Estate,SmallCap,339.88,325.16,30.43,51.17
DEEDEV,Industial Products - Process Equipment & Fabrication,SmallCap,304.55,284.4,42.17,55.29
UNIONBANK,Financials - PSU Bank,MidCap,148.9,142.71,21.59,54.63
NATIONALUM,Metals - Aluminium,MidCap,188.38,183.75,20.35,54.62
HAPPYFORGE,Auto - Drivetrain,SmallCap,954.78,922.93,28.61,50.22
MAITHANALL,Metals - Ferro Alloys,SmallCap,1183.19,1118.01,22.96,54.42
HCLTECH,IT - Software/Consulting,LargeCap,1704.04,1671.35,27.28,53.54
BSOFT,IT - Software/Consulting,SmallCap,429.35,423.24,20.57,55.66
RITES,Railways,SmallCap,281.87,272.48,25.36,50.18
CSBBANK,Financials - Private Bank,SmallCap,394.93,376.66,42.34,68.91
IGPL,Chemicals - Petro,SmallCap,474.06,466.5,28.59,50.36
CERA,Infra - Ceramics/Granites,SmallCap,6743.96,6544.91,20.73,53.54
POWERINDIA,Power - Equipment,MidCap,19117.74,17740.65,21.4,59.41
SPMLINFRA,Infra - Water Infra,SmallCap,233.53,216.55,30.97,67.74
INDIANB,Financials - PSU Bank,MidCap,633.75,613.99,20.96,55.37
UTIAMC,Financials - AMC,SmallCap,1273.29,1212.11,26.5,68.33
SANDHAR,Auto - Electricals & Electronics,SmallCap,524.95,495.28,42.49,51.91
DEEPAKFERT,Chemicals - Diversified,SmallCap,1606.88,1500.92,38.49,53.83
ARMANFIN,Financials - NBFC,SmallCap,1726.03,1642.09,29.19,50.38
PFIZER,Healthcare - Formulations,SmallCap,5675.01,5355.97,38.48,53.67
CLEAN,Chemicals - Specialty - Diversified,SmallCap,1455.69,1407.72,30.24,53.79
APOLLO,Defense - Technology & Electronics,SmallCap,189.7,174.54,25.38,52.05
GRSE,Defense - Ship,SmallCap,2991.51,2751.08,23.11,51.0
IPL,Agrochem - Pesticides,SmallCap,210.66,195.33,32.04,51.06
NESCO,Real Estate,SmallCap,1106.96,1037.75,45.02,65.79
QPOWER,Power - Equipment,SmallCap,637.85,535.59,58.89,68.75
ASHAPURMIN,Mining - Coal/Minerals,SmallCap,424.56,405.47,33.04,68.38
MHRIL,Leisure - Hotels,SmallCap,343.42,340.53,20.47,56.02
WINDMACHIN,Industial Products - Machinery,SmallCap,373.76,360.12,33.73,51.58
APLLTD,Healthcare - Formulations,SmallCap,984.52,962.49,36.85,51.5
DATAPATTNS,Defense - Technology & Electronics,SmallCap,2933.99,2752.59,20.88,58.79
INDUSTOWER,Telecom - Infra,MidCap,407.43,396.19,24.0,50.29
SUPRIYA,Healthcare - API/Drug,SmallCap,702.91,697.86,21.8,52.83
MATRIMONY,IT - Platform - Catalogue Retail,SmallCap,525.84,522.65,28.39,52.22
ACMESOLAR,Power - Green - IPP,SmallCap,250.69,242.6,27.66,67.55
STARHEALTH,Financials - Gen Insurance,MidCap,430.64,427.58,23.39,50.73
LLOYDSENGG,Industial Products - Process Equipment & Fabrication,SmallCap,68.92,63.93,37.73,69.88
BIRLANU,"Furniture, Home Furnishing",SmallCap,2297.29,2235.51,20.51,51.55
PIIND,Agrochem - Pesticides,MidCap,4106.81,3946.86,22.3,60.28
ANUHPHR,Healthcare - API/Drug,SmallCap,212.38,204.31,32.88,55.38
SULA,Beverages - Alcohol,SmallCap,302.47,299.86,25.82,51.74
CONCORDBIO,Healthcare - API/Drug,SmallCap,1818.56,1787.39,21.24,50.64
GSPL,Utility - Gas Transmission,SmallCap,330.14,327.45,23.54,52.56
ALICON,Auto - Drivetrain,SmallCap,888.62,854.34,33.93,66.49
MSTCLTD,IT - Platform - Ecommerce,SmallCap,535.19,534.21,21.57,51.29
LICI,Financials - Life,LargeCap,943.77,911.42,23.66,54.39
GALLANTT,Metals - Iron & Steel,SmallCap,517.6,482.35,37.17,68.22
GLAXO,Healthcare - Formulations - OTC,MidCap,3281.76,3159.78,34.1,53.9
SANSTAR,Agri - Misc,SmallCap,95.64,94.36,28.36,52.28
