Symbol,Sector,Mktcap,02-Sep,03-Sep,04-Sep,05-Sep,08-Sep,09-Sep,10-Sep,11-Sep,12-Sep,15-Sep,BreakoutCount
VADILALIND,Consumption - Dairy,SmallCap,Breakout,Other,Other,Breakout,Other,Breakout,Breakout,Other,Other,Breakout,5
VAIBHAVGBL,Consumption - Jewelry,SmallCap,Other,Other,Other,Other,Other,Breakout,Other,Other,Other,Other,1
VALIANTORG,Chemicals - Specialty - Diversified,SmallCap,Other,Other,Other,Other,Other,Breakout,Other,Other,Other,Other,1
VARROC,Auto - Lighting & Electronics,SmallCap,Other,Other,Other,Breakout,Breakout,Other,Other,Other,Other,Breakout,3
VASCONEQ,Infra - Residential & Commercial Buildings,SmallCap,Other,Other,Other,Breakout,Other,Other,Other,Other,Breakout,Other,2
VEDL,Metals - Diversified,LargeCap,Other,Other,Other,Other,Other,Other,Other,Other,Breakout,Breakout,2
VEEDOL,Petro - Lubricants,SmallCap,Other,Other,Other,Other,Other,Other,Breakout,Breakout,Breakout,Breakout,4
VENTIVE,Leisure - Hotels,SmallCap,Other,Other,Other,Other,Other,Breakout,Other,Other,Other,Breakout,2
VENUSPIPES,Metals - Pipe & Tube,SmallCap,Other,Other,Other,Other,Breakout,Other,Breakout,Other,Other,Other,2
VHL,Financials - NBFC,SmallCap,Other,Other,Breakout,Other,Other,Other,Other,Other,Other,Other,1
VIDHIING,Chemicals - Dyes,SmallCap,Other,Other,Breakout,Other,Other,Other,Other,Other,Other,Other,1
VIJAYA,Healthcare - Diagnostics,SmallCap,Other,Breakout,Other,Other,Other,Other,Other,Other,Other,Other,1
VIMTALABS,Healthcare - CRAMS/CDMO,SmallCap,Breakout,Breakout,Other,Breakout,Other,Other,Other,Other,Other,Other,3
VIPIND,Consumption - Luggage,SmallCap,Other,Other,Other,Other,Other,Other,Breakout,Other,Other,Other,1
VSSL,Metals - Iron & Steel,SmallCap,Other,Breakout,Other,Other,Other,Other,Other,Other,Other,Breakout,2
WAAREEENER,Power - Green Equipment,MidCap,Other,Other,Other,Other,Other,Other,Breakout,Breakout,Other,Other,2
WAAREERTL,Power - Green - IPP,SmallCap,Other,Other,Other,Other,Other,Other,Other,Breakout,Other,Other,1
WALCHANNAG,Industial Products - Process Equipment & Fabrication,SmallCap,Other,Other,Other,Other,Breakout,Breakout,Breakout,Other,Breakout,Other,4
WCIL,Transport - Logistics,SmallCap,Other,Other,Other,Breakout,Other,Other,Other,Other,Other,Breakout,2
WEL,Consumption - Appliances,SmallCap,Other,Other,Other,Other,Other,Other,Other,Other,Breakout,Other,1
WELCORP,Metals - Pipe & Tube,SmallCap,Breakdown,Other,Other,Other,Other,Other,Other,Other,Other,Breakout,1
WELENT,Infra - Road & Highways,SmallCap,Other,Other,Other,Breakout,Other,Other,Other,Other,Other,Other,1
WELSPUNLIV,Textiles - Mfg (Spin/Yarn/Integrated),SmallCap,Other,Other,Other,Other,Other,Other,Breakout,Other,Other,Other,1
WHEELS,Auto - Wheels ,SmallCap,Other,Other,Other,Other,Other,Other,Other,Other,Other,Breakout,1
WIPRO,IT - Software/Consulting,LargeCap,Other,Other,Other,Other,Other,Other,Breakout,Other,Other,Other,1
WOCKPHARMA,Healthcare - Formulations,SmallCap,Other,Other,Other,Other,Other,Breakout,Breakout,Other,Other,Other,2
WONDERLA,Leisure - Misc,SmallCap,Breakout,Other,Other,Other,Other,Other,Other,Other,Other,Other,1
XCHANGING,IT - Software/Consulting,SmallCap,Breakout,Other,Other,Other,Other,Other,Other,Other,Other,Other,1
XPROINDIA,Packaging - Flex,SmallCap,Other,Other,Other,Breakout,Breakout,Other,Breakout,Other,Other,Other,3
YATHARTH,Healthcare - Hospitals,SmallCap,Other,Breakout,Breakout,Other,Other,Other,Other,Other,Other,Breakout,3
YATRA,IT - Platform - Tour & Travel,SmallCap,Other,Other,Other,Other,Other,Other,Other,Other,Breakout,Other,1
ZENSARTECH,IT - Enterprise,SmallCap,Other,Other,Other,Other,Other,Other,Breakout,Other,Other,Other,1
ZOTA,Healthcare - Naturals/OTC/Consumers,SmallCap,Other,Other,Other,Other,Breakout,Other,Other,Other,Other,Other,1
ZYDUSWELL,Consumption - FMCG Conglomerates ,SmallCap,Breakout,Breakout,Breakout,Other,Other,Other,Other,Other,Other,Other,3
