Symbol,Sector,Mktcap,Dec-2024,Jan-2025,Feb-2025,Mar-2025,Apr-2025,May-2025,Jun-2025,Jul-2025,Aug-2025,Sep-2025,CMF_12M_High
KOKUYOCMLN,Consumption - Stationary,SmallCap,0.15,-0.04,-0.59,-0.4,-0.37,-0.3,0.17,0.08,0.08,0.06,0.24
KOLTEPATIL,Real Estate,SmallCap,-0.34,-0.3,-0.65,-0.28,-0.07,0.06,0.25,0.19,0.35,0.31,0.35
KPEL,Power - Green - EPC,SmallCap,-0.35,-0.51,-0.57,-0.5,-0.49,-0.02,0.03,0.09,0.06,0.08,0.09
KPIL,Infra - Heavy Engineering,SmallCap,0.32,0.06,-0.21,-0.09,-0.05,0.08,0.06,0.07,0.27,0.36,0.36
KRBL,Agri - Rice,SmallCap,0.07,0.04,-0.25,0.03,0.06,0.05,0.18,0.11,0.14,0.03,0.18
KRISHANA,Agrochem - Fertilizers,SmallCap,-0.53,-0.44,-0.21,0.09,0.35,0.35,0.41,0.5,0.48,0.42,0.5
KROSS,Auto - Suspension & Axles,SmallCap,-0.47,-0.47,-0.47,-0.17,-0.1,-0.49,-0.08,-0.12,0.11,0.12,0.12
KRSNAA,Healthcare - Diagnostics,SmallCap,0.43,0.34,0.22,0.14,-0.14,-0.45,-0.22,0.05,0.05,0.04,0.47
KSCL,Agri - Seeds,SmallCap,-0.2,-0.44,-0.18,0.16,0.17,0.22,0.14,0.08,0.1,0.01,0.22
KSL,Metals - Iron & Steel,SmallCap,0.0,0.18,0.17,0.1,0.06,0.07,0.23,0.18,0.23,0.24,0.24
KUANTUM,Paper,SmallCap,-0.51,-0.58,-0.53,-0.57,-0.58,-0.43,-0.33,-0.13,-0.18,0.02,0.02
LALPATHLAB,Healthcare - Diagnostics,SmallCap,0.13,-0.08,-0.41,-0.37,-0.14,-0.14,-0.21,-0.02,0.17,0.17,0.38
LANDMARK,Auto - Misc,SmallCap,-0.2,-0.1,-0.14,-0.6,-0.41,-0.36,-0.12,-0.07,0.12,0.38,0.38
LAOPALA,Consumption - Homeware,SmallCap,-0.16,-0.17,-0.41,-0.53,-0.49,-0.41,-0.23,-0.12,0.06,0.16,0.16
LAURUSLABS,Healthcare - API/Drug,SmallCap,0.53,0.52,0.27,0.48,0.34,0.25,0.25,0.27,0.47,0.44,0.53
LEMONTREE,Leisure - Hotels,SmallCap,0.22,0.08,-0.08,0.01,0.06,-0.04,-0.19,-0.1,0.21,0.31,0.31
LGBBROSLTD,Auto - Wheels ,SmallCap,-0.2,-0.14,-0.25,-0.1,-0.08,-0.06,0.14,-0.12,-0.08,0.06,0.14
LGHL,Real Estate,SmallCap,0.54,0.61,0.61,0.49,0.48,0.5,0.43,-0.24,0.07,0.16,0.61
LICI,Financials - Life,LargeCap,0.12,-0.31,-0.34,-0.14,-0.04,0.12,0.39,0.38,0.37,0.3,0.39
LINDEINDIA,Chemicals - Misc,MidCap,-0.22,-0.03,0.07,-0.11,0.01,0.18,0.17,0.09,0.14,0.14,0.18
LLOYDSENGG,Industial Products - Process Equipment & Fabrication,SmallCap,0.15,-0.04,-0.14,-0.2,-0.26,-0.03,0.22,0.08,0.09,0.08,0.27
LLOYDSME,Metals - Iron & Steel,MidCap,0.47,0.37,0.24,0.18,0.18,0.21,0.19,0.32,0.37,0.28,0.47
LT,Infra - Heavy Engineering,LargeCap,0.34,0.14,-0.06,0.06,0.01,0.08,0.25,0.35,0.54,0.48,0.54
LTF,Financials - NBFC,MidCap,-0.14,-0.04,-0.1,-0.22,0.02,0.03,0.4,0.11,0.25,0.26,0.4
LTFOODS,Agri - Rice,SmallCap,0.33,0.2,-0.07,0.18,0.18,0.27,0.5,0.39,0.35,0.34,0.5
LTIM,IT - Enterprise,LargeCap,0.01,-0.01,-0.35,-0.4,-0.06,-0.05,0.12,0.04,0.18,0.31,0.31
LUMAXIND,Auto - Lighting & Electronics,SmallCap,0.01,0.01,-0.23,0.09,0.08,0.46,0.61,0.55,0.65,0.59,0.65
LUMAXTECH,Auto - Lighting & Electronics,SmallCap,0.17,0.09,0.09,0.03,0.07,0.33,0.51,0.6,0.66,0.63,0.66
LXCHEM,Chemicals - Specialty - Pharma,SmallCap,-0.01,-0.04,-0.55,-0.29,-0.41,-0.14,-0.12,0.05,0.04,0.08,0.08
M&M,Auto - Cars/UVs,LargeCap,0.08,-0.01,-0.22,-0.37,-0.1,-0.2,-0.12,-0.09,0.06,0.16,0.23
MAHABANK,Financials - PSU Bank,MidCap,-0.0,-0.0,-0.06,-0.06,0.0,0.01,0.29,0.23,0.28,0.35,0.35
MAHLIFE,Real Estate,SmallCap,-0.39,-0.37,-0.46,-0.58,-0.34,-0.22,-0.08,-0.08,-0.04,0.29,0.29
MAHSCOOTER,Financials - Holding/Investing,SmallCap,-0.03,-0.12,-0.23,-0.29,-0.05,0.19,0.2,0.34,0.45,0.46,0.46
MAITHANALL,Metals - Ferro Alloys,SmallCap,-0.12,-0.0,-0.27,-0.41,-0.35,-0.14,0.17,0.12,0.13,0.27,0.27
MAMATA,Industial Products - Machinery,SmallCap,-0.15,-0.54,-0.69,-0.62,-0.52,-0.35,-0.38,0.42,0.4,0.45,0.45
MANAPPURAM,Financials - NBFC,SmallCap,0.09,0.22,0.24,0.32,0.45,0.51,0.5,0.39,0.35,0.33,0.51
MANGCHEFER,Agrochem - Fertilizers,SmallCap,0.27,0.17,0.13,0.17,0.33,0.4,0.37,0.48,0.45,0.33,0.48
MANINDS,Metals - Pipe & Tube,SmallCap,-0.18,-0.32,-0.37,-0.01,0.02,0.32,0.47,0.51,0.46,0.42,0.51
MANINFRA,Infra - Residential & Commercial Buildings,SmallCap,0.34,0.22,0.11,0.13,0.08,-0.12,-0.05,-0.03,0.04,0.03,0.45
MANORAMA,Consumption - Foods/Drinks,SmallCap,0.33,0.29,0.15,0.25,0.29,0.38,0.51,0.27,0.2,0.17,0.51
MARATHON,Real Estate,SmallCap,0.16,-0.06,-0.13,-0.23,-0.23,-0.26,0.33,0.38,0.35,0.3,0.38
MARICO,Agri - Edible Oils,MidCap,0.23,0.17,0.15,0.13,0.39,0.26,0.25,0.13,0.23,0.1,0.39
MARUTI,Auto - Cars/UVs,LargeCap,-0.13,-0.13,-0.13,-0.33,0.01,-0.04,0.03,-0.15,0.2,0.39,0.39
MASFIN,Financials - NBFC,SmallCap,0.09,0.17,-0.02,-0.02,-0.01,0.32,0.34,0.13,0.23,0.26,0.34
MAZDOCK,Defense - Ship,MidCap,-0.26,-0.31,-0.22,-0.05,0.23,0.21,0.35,0.2,0.25,0.19,0.35
MBAPL,Agrochem - Fertilizers,SmallCap,0.08,0.35,0.32,0.28,0.25,0.41,0.45,0.44,0.29,0.36,0.45
MCX,IT - Platform - Exchange/RTA,SmallCap,0.4,0.16,-0.14,-0.07,-0.04,0.14,0.48,0.35,0.31,0.27,0.58
MEDPLUS,IT - Platform - Healthcare/Pharma,SmallCap,0.27,0.24,0.08,0.28,0.34,0.05,0.02,0.16,0.25,0.17,0.34
METROBRAND,Consumption - Footwear,SmallCap,0.1,-0.19,-0.3,-0.5,-0.51,-0.5,-0.49,-0.28,-0.17,0.02,0.28
METROPOLIS,Healthcare - Diagnostics,SmallCap,0.22,-0.0,-0.3,-0.44,-0.34,-0.35,-0.33,-0.05,0.29,0.38,0.38
MFSL,Financials - Life,MidCap,0.37,0.36,0.2,0.14,0.13,0.42,0.6,0.41,0.61,0.5,0.61
MHRIL,Leisure - Hotels,SmallCap,-0.37,-0.41,-0.41,-0.35,-0.28,-0.08,-0.06,-0.06,0.01,0.18,0.18
MICEL,Electronics - Components,SmallCap,-0.3,-0.12,-0.3,-0.49,-0.48,-0.32,-0.58,-0.62,-0.55,0.04,0.04
MIDHANI,Defense - Mfg,SmallCap,-0.15,-0.12,-0.15,-0.15,0.04,0.23,0.2,-0.02,0.01,0.03,0.23
MMFL,Auto - Forgings,SmallCap,-0.37,-0.0,-0.26,-0.47,-0.28,-0.25,-0.04,-0.11,-0.04,0.07,0.07
MMTC,Others,SmallCap,-0.01,-0.42,-0.5,-0.38,-0.27,0.38,0.42,0.48,0.51,0.56,0.56
MOBIKWIK,IT - Fintech,SmallCap,0.42,-0.23,-0.3,-0.21,-0.23,-0.21,-0.41,-0.32,-0.19,0.17,0.42
MOIL,Mining - Coal/Minerals,SmallCap,-0.35,-0.29,-0.23,-0.36,-0.25,-0.1,0.03,0.09,0.2,0.19,0.2
MOL,Agrochem - Pesticides,SmallCap,-0.09,-0.2,-0.52,-0.46,-0.44,-0.2,0.12,0.09,0.12,0.24,0.24
MOLDTKPAC,Packaging - Rigid,SmallCap,-0.43,-0.6,-0.61,-0.67,-0.51,-0.19,0.01,0.16,0.15,0.38,0.38
MONTECARLO,Textiles - Fashion Retail,SmallCap,0.04,-0.14,-0.29,-0.66,-0.6,-0.62,-0.3,-0.34,-0.21,0.08,0.35
MOREPENLAB,Healthcare - Formulations - OTC,SmallCap,0.05,-0.01,-0.43,-0.36,-0.15,-0.03,0.03,0.01,0.02,0.07,0.16
MOSCHIP,IT - Hardware,SmallCap,,,-0.15,-0.45,-0.36,-0.08,0.2,-0.02,0.03,0.67,0.67
MOTHERSON,Auto - Glass/Body,LargeCap,-0.04,-0.13,-0.43,-0.6,-0.33,-0.09,0.05,0.04,0.23,0.3,0.42
MOTILALOFS,Financials - Broking,MidCap,0.12,-0.14,-0.31,-0.29,-0.41,-0.21,-0.12,0.06,0.22,0.29,0.29
MPHASIS,IT - Software/Consulting,MidCap,0.02,-0.15,-0.41,-0.28,0.04,0.03,0.28,0.36,0.47,0.45,0.47
MRF,Auto - Tyres,MidCap,0.24,-0.12,-0.12,-0.08,0.22,0.05,0.09,0.2,0.25,0.18,0.31
MSTCLTD,IT - Platform - Ecommerce,SmallCap,-0.19,-0.31,-0.34,-0.11,-0.1,-0.14,0.05,-0.0,0.12,0.14,0.14
MSUMI,Auto - Electricals & Electronics,MidCap,-0.19,-0.26,-0.38,-0.39,-0.22,-0.2,-0.12,-0.29,-0.02,0.1,0.1
MUFIN,Financials - NBFC,SmallCap,-0.21,-0.23,-0.29,-0.32,-0.24,-0.26,-0.14,-0.02,-0.05,0.06,0.06
MUKANDLTD,Metals - Iron & Steel,SmallCap,0.04,-0.24,-0.2,-0.46,-0.36,-0.18,0.14,0.07,0.07,0.17,0.17
MUTHOOTFIN,Financials - NBFC,MidCap,0.49,0.53,0.18,0.23,0.2,0.17,0.21,0.08,0.21,0.19,0.53
MUTHOOTMF,Financials - MFI,SmallCap,-0.2,-0.29,-0.45,-0.73,-0.46,-0.5,-0.17,-0.04,0.01,0.12,0.12
NACLIND,Agrochem - Pesticides,SmallCap,-0.05,0.16,0.2,0.48,0.48,0.45,0.44,0.45,0.48,0.39,0.48
NAM-INDIA,Financials - AMC,MidCap,-0.04,-0.2,-0.35,-0.19,-0.18,-0.04,0.11,0.21,0.26,0.25,0.26
NATIONALUM,Metals - Aluminium,MidCap,0.17,0.16,0.08,-0.15,-0.34,-0.34,-0.11,-0.21,-0.09,0.12,0.39
NAUKRI,IT - Platform - Catalogue Retail,LargeCap,0.36,0.22,-0.09,-0.09,0.13,0.03,0.03,0.0,0.14,0.06,0.51
NAVA,Power - Misc,SmallCap,0.2,0.03,-0.03,0.1,0.08,0.16,0.58,0.63,0.7,0.65,0.7
NAVINFLUOR,Chemicals - Specialty - Refrigeration,SmallCap,0.1,0.17,0.21,0.17,0.4,0.23,0.37,0.1,0.16,0.11,0.4
NAVKARCORP,Transport - Logistics,SmallCap,0.35,0.07,-0.04,0.14,0.11,0.07,-0.04,0.3,0.3,0.27,0.4
NAVNETEDUL,Media - Publishing,SmallCap,-0.14,-0.3,0.0,0.19,0.15,0.07,-0.01,0.04,0.3,0.17,0.3
NAZARA,IT - Gaming/Entertainment,SmallCap,-0.14,-0.21,-0.17,-0.05,0.02,0.26,0.27,0.27,0.07,0.04,0.27
NBCC,Infra - Construction,SmallCap,0.08,0.08,-0.02,0.07,0.23,0.33,0.36,0.13,0.23,0.22,0.36
NDRAUTO,Auto - Drivetrain,SmallCap,0.15,0.08,-0.29,-0.39,-0.3,-0.03,0.53,0.35,0.37,0.4,0.53
NDTV,Media - TV Broadcast,SmallCap,-0.15,-0.27,-0.21,-0.21,-0.2,-0.08,-0.06,0.02,0.08,0.19,0.19
NESCO,Real Estate,SmallCap,0.09,-0.0,-0.22,-0.08,-0.1,-0.37,0.03,0.39,0.47,0.41,0.47
NESTLEIND,Consumption - FMCG Conglomerates ,LargeCap,-0.38,-0.16,-0.25,-0.29,-0.05,-0.04,0.29,0.11,0.29,0.26,0.29
NETWEB,IT - Hardware,SmallCap,-0.23,-0.27,-0.44,-0.37,-0.39,0.12,0.15,0.4,0.27,0.27,0.4
NFL,Agrochem - Fertilizers,SmallCap,-0.14,-0.21,-0.37,-0.22,-0.09,-0.03,-0.02,-0.06,0.09,0.08,0.09
NHPC,Power - Generation,MidCap,-0.28,-0.23,-0.24,-0.14,-0.04,0.03,0.14,-0.02,0.03,0.01,0.14
NIACL,Financials - Gen Insurance,MidCap,0.13,-0.24,-0.38,-0.22,-0.05,-0.06,0.06,0.27,0.07,0.04,0.27
NIVABUPA,Financials - Gen Insurance,SmallCap,-0.29,-0.24,-0.29,-0.25,-0.16,0.09,0.08,0.08,0.07,0.01,0.09
NLCINDIA,Power - Generation,MidCap,0.25,0.12,0.03,0.03,0.03,0.01,0.01,0.09,0.13,0.16,0.35
NMDC,Mining - Coal/Minerals,MidCap,-0.09,-0.08,-0.07,-0.18,-0.13,-0.04,0.18,0.13,0.11,0.06,0.18
NORTHARC,Financials - NBFC,SmallCap,-0.66,-0.66,-0.71,-0.58,-0.18,-0.04,0.32,0.11,0.11,0.17,0.32
NPST,IT - Fintech,SmallCap,0.24,0.1,-0.19,-0.02,-0.19,-0.13,-0.02,0.11,0.24,0.12,0.33
NRBBEARING,Industrial Products - Bearings,SmallCap,-0.29,-0.3,-0.43,-0.36,-0.32,-0.24,0.2,0.19,0.28,0.36,0.36
NSIL,Financials - Holding/Investing,SmallCap,-0.11,-0.17,-0.24,-0.24,-0.22,-0.18,0.01,0.04,0.18,0.11,0.18
NUCLEUS,IT - Product - Software,SmallCap,-0.12,-0.27,-0.61,-0.57,-0.38,0.06,0.11,0.21,0.22,0.31,0.31
NUVOCO,Infra - Cement,SmallCap,0.04,0.06,0.0,-0.1,-0.2,0.04,0.18,0.43,0.49,0.51,0.51
NYKAA,IT - Platform - Ecommerce,MidCap,-0.2,-0.27,-0.53,-0.25,-0.12,0.12,0.31,0.31,0.52,0.45,0.52
OAL,Chemicals - Specialty - FMCG,SmallCap,-0.09,-0.23,-0.49,-0.48,-0.53,-0.29,-0.18,-0.17,-0.09,0.01,0.22
OBEROIRLTY,Real Estate,MidCap,0.44,0.2,0.12,0.12,0.08,0.16,0.03,0.01,0.15,0.09,0.46
OLECTRA,Auto - CV,SmallCap,-0.26,-0.02,0.02,-0.03,0.05,0.02,0.08,-0.03,0.08,0.16,0.16
ONESOURCE,Healthcare - Formulations,SmallCap,,-0.27,-0.62,-0.36,-0.29,-0.04,0.1,0.15,0.44,0.32,0.44
OPTIEMUS,Telecom - Equipments,SmallCap,0.62,0.44,0.06,-0.34,-0.1,-0.0,0.03,0.04,0.08,0.12,0.66
PAGEIND,Textiles - Innerwear,MidCap,0.19,-0.03,-0.27,-0.3,-0.19,-0.16,-0.08,0.11,0.26,0.2,0.29
PANACEABIO,Healthcare - Biotech,SmallCap,0.29,0.22,-0.02,0.06,0.15,0.04,-0.01,-0.0,0.18,0.08,0.33
PARADEEP,Agrochem - Fertilizers,SmallCap,0.06,-0.05,-0.1,0.04,0.04,0.13,0.09,0.32,0.41,0.26,0.41
PARAGMILK,Consumption - Dairy,SmallCap,-0.16,-0.21,-0.25,-0.31,-0.21,0.02,0.18,0.21,0.24,0.34,0.34
PARKHOTELS,Leisure - Hotels,SmallCap,0.01,-0.02,-0.05,-0.07,-0.04,-0.22,-0.05,-0.05,0.0,0.07,0.14
PAYTM,IT - Fintech,MidCap,0.59,0.41,0.24,0.22,0.09,0.12,0.04,0.37,0.51,0.44,0.59
PEL,Financials - NBFC,SmallCap,0.45,0.29,0.06,0.07,0.04,0.01,0.1,0.09,0.14,0.12,0.6
PENIND,Industial Products - Precision Components,SmallCap,0.07,-0.06,-0.02,0.1,0.09,-0.03,0.18,0.19,0.16,0.07,0.25
PERSISTENT,IT - Software/Consulting,MidCap,0.42,0.29,0.07,0.09,0.32,0.25,0.29,0.14,0.25,0.23,0.54
PFIZER,Healthcare - Formulations,SmallCap,0.25,-0.01,-0.35,-0.33,-0.13,0.21,0.11,0.06,0.14,0.16,0.25
PFOCUS,Media - Entertainment,SmallCap,0.09,-0.37,-0.43,-0.6,-0.35,-0.17,0.62,0.01,-0.21,0.03,0.62
PGHL,Healthcare - Naturals/OTC/Consumers,SmallCap,-0.2,-0.21,-0.3,-0.43,-0.49,-0.22,-0.1,-0.07,0.07,0.07,0.15
PIDILITIND,Chemicals - Specialty - FMCG,LargeCap,-0.07,-0.11,-0.2,-0.25,-0.06,0.08,0.26,0.16,0.33,0.23,0.33
PIIND,Agrochem - Pesticides,MidCap,-0.0,-0.26,-0.56,-0.46,-0.31,-0.09,0.15,0.25,0.36,0.28,0.36
PILANIINVS,Financials - Holding/Investing,SmallCap,0.02,-0.1,-0.29,-0.3,-0.39,-0.25,0.19,0.19,0.24,0.35,0.35
PIXTRANS,Industrial Products - Rubber,SmallCap,0.37,0.36,0.37,0.4,0.33,-0.19,-0.03,-0.07,0.08,0.07,0.4
PNB,Financials - PSU Bank,LargeCap,-0.05,-0.12,-0.19,-0.05,0.07,0.12,0.32,0.19,0.28,0.23,0.32
PNBGILTS,Financials - Misc,SmallCap,-0.22,-0.31,-0.51,-0.39,-0.2,-0.14,0.03,0.08,0.02,0.04,0.38
PNCINFRA,Infra - Road & Highways,SmallCap,-0.24,-0.24,-0.25,-0.28,-0.1,0.03,-0.01,-0.06,0.12,0.16,0.16
POCL,Metals - Non Ferrous,SmallCap,0.41,-0.03,-0.44,-0.14,0.03,-0.07,0.17,0.52,0.39,0.35,0.52
POLICYBZR,IT - Fintech,MidCap,0.2,0.1,-0.17,0.06,0.11,0.07,-0.04,0.06,0.15,0.02,0.22
POLYCAB,Power - Wiring,MidCap,0.36,0.01,-0.31,-0.23,-0.05,-0.06,0.04,0.11,0.43,0.49,0.49
POONAWALLA,Financials - NBFC,SmallCap,-0.13,0.03,-0.1,0.02,-0.16,-0.03,0.28,0.28,0.36,0.2,0.36
POWERINDIA,Power - Equipment,MidCap,-0.1,0.08,-0.04,-0.07,0.09,0.32,0.36,0.36,0.16,0.21,0.36
POWERMECH,Industial Products - Process Equipment & Fabrication,SmallCap,0.32,0.13,-0.2,-0.03,0.0,0.07,0.2,0.23,0.31,0.06,0.35
PRECAM,Auto - Drivetrain,SmallCap,0.42,0.35,0.23,0.3,0.03,0.05,-0.11,-0.16,-0.09,0.01,0.44
PRECWIRE,Metals - Copper,SmallCap,-0.0,-0.05,-0.23,-0.34,-0.36,-0.14,0.04,0.08,0.08,0.19,0.19
PREMEXPLN,Defense - Explosives,SmallCap,-0.26,-0.26,-0.35,-0.32,-0.1,0.31,0.04,-0.02,0.06,0.13,0.31
PRESTIGE,Real Estate,MidCap,0.1,0.02,-0.36,-0.38,-0.21,-0.16,-0.04,-0.08,0.04,0.08,0.28
PRICOLLTD,Auto - Electricals & Electronics,SmallCap,0.25,0.16,-0.02,0.2,0.13,0.08,0.19,0.1,0.38,0.37,0.4
PRINCEPIPE,Infra - Plastic Products,SmallCap,-0.49,-0.53,-0.53,-0.59,-0.44,0.12,0.21,0.18,0.24,0.34,0.34
PRIVISCL,Chemicals - Specialty - FMCG,SmallCap,0.14,0.17,0.14,0.24,0.25,0.43,0.22,0.29,0.11,0.1,0.43
PRSMJOHNSN,Infra - Cement,SmallCap,-0.04,-0.05,-0.08,-0.28,-0.4,-0.23,0.07,-0.01,0.13,0.01,0.13
PRUDENT,Financials - WMC,SmallCap,0.01,-0.12,-0.38,-0.12,-0.21,-0.04,-0.03,0.11,0.48,0.27,0.48
PSPPROJECT,Infra - Residential & Commercial Buildings,SmallCap,-0.18,-0.23,-0.23,-0.15,-0.1,-0.34,0.18,0.11,0.09,0.15,0.18
PTC,Power - Misc,SmallCap,-0.25,-0.35,-0.35,-0.04,0.07,0.05,0.3,0.24,0.22,0.03,0.3
PTCIL,Industrial Products - Precision Components,SmallCap,0.2,0.03,-0.14,-0.06,-0.07,0.03,0.07,0.26,0.34,0.29,0.34
PUNJABCHEM,Agrochem - Pesticides,SmallCap,-0.1,-0.06,-0.17,0.21,0.29,0.34,0.44,0.32,0.2,0.2,0.44
PURVA,Real Estate,SmallCap,-0.27,-0.33,-0.34,-0.24,-0.38,-0.21,0.02,0.14,0.24,0.2,0.24
PVRINOX,Media - Misc,SmallCap,0.08,-0.17,-0.34,-0.44,-0.45,-0.51,-0.4,-0.3,0.04,0.08,0.41
QPOWER,Power - Equipment,SmallCap,,,-0.2,-0.34,-0.25,0.2,0.29,0.17,0.28,0.37,0.37
QUICKHEAL,IT - Product - Software,SmallCap,-0.06,-0.18,-0.59,-0.59,-0.3,-0.24,0.24,-0.05,-0.04,0.03,0.24
RADICO,Beverages - Alcohol,SmallCap,0.37,0.3,0.13,0.38,0.37,0.27,-0.01,0.2,0.35,0.35,0.38
RAILTEL,Railways,SmallCap,-0.22,0.08,-0.12,-0.06,-0.08,0.18,0.14,0.01,0.07,0.17,0.18
RAJRATAN,Auto - Wheels ,SmallCap,-0.45,-0.54,-0.7,-0.74,-0.18,-0.12,-0.12,-0.2,-0.22,0.01,0.01
RALLIS,Agrochem - Pesticides,SmallCap,-0.05,-0.08,-0.21,-0.2,-0.22,0.02,0.15,0.53,0.48,0.47,0.53
RAMCOCEM,Infra - Cement,SmallCap,0.44,0.47,0.28,0.3,0.15,-0.03,0.21,0.29,0.36,0.24,0.54
RAMCOIND,Infra - Cement,SmallCap,0.14,0.17,0.11,0.15,0.1,-0.25,-0.04,0.04,0.21,0.42,0.42
RAMCOSYS,IT - Product - Software,SmallCap,-0.34,-0.42,-0.6,-0.45,-0.41,-0.23,0.06,0.12,0.22,0.22,0.22
RAMKY,Infra - Construction,SmallCap,0.37,-0.05,-0.18,-0.09,-0.09,-0.19,0.12,0.08,0.1,0.19,0.45
RAMRAT,Power - Wiring,SmallCap,0.22,0.27,-0.32,-0.38,-0.42,0.11,0.16,0.35,0.44,0.37,0.44
RATEGAIN,IT - Software/Consulting,SmallCap,-0.15,-0.26,-0.35,-0.37,-0.51,-0.51,-0.38,-0.47,-0.15,0.08,0.08
RAYMONDLSL,Textiles - Fashion Retail,SmallCap,-0.54,-0.36,-0.55,-0.53,-0.55,-0.43,-0.12,-0.13,-0.08,0.06,0.06
RBA,Leisure - Restaurants,SmallCap,-0.07,-0.12,-0.26,-0.49,-0.12,-0.15,-0.03,-0.03,0.09,0.21,0.21
RBLBANK,Financials - Private Bank,SmallCap,-0.43,-0.21,-0.31,-0.15,0.12,0.29,0.58,0.57,0.59,0.58,0.59
RCF,Agrochem - Fertilizers,SmallCap,-0.07,-0.15,-0.27,-0.11,0.01,-0.04,0.07,0.07,0.16,0.11,0.16
REDINGTON,IT - Hardware,SmallCap,0.26,0.06,-0.08,0.0,0.04,-0.06,0.03,0.02,0.11,0.08,0.37
RELIANCE,Refineries & Marketing,LargeCap,-0.33,-0.28,-0.45,-0.32,0.05,0.02,0.26,0.13,0.15,0.11,0.26
RELINFRA,Power - Integrated Utility,SmallCap,0.34,0.2,0.26,-0.14,-0.01,0.19,0.29,0.32,0.45,0.34,0.45
RELTD,Power - Green - Misc,SmallCap,0.05,0.09,0.07,-0.07,-0.17,0.38,0.19,0.15,0.22,0.26,0.38
REPCOHOME,Financials - Housing,SmallCap,-0.2,-0.31,-0.56,-0.4,-0.11,-0.16,0.11,0.03,-0.01,0.03,0.11
RESPONIND,Infra - Plastic Products,SmallCap,-0.61,-0.57,-0.53,-0.6,-0.63,-0.53,-0.12,-0.21,-0.11,0.06,0.06
RICOAUTO,Auto - Drivetrain,SmallCap,-0.21,-0.47,-0.53,-0.47,-0.39,-0.29,-0.29,-0.31,0.18,0.29,0.29
RIIL,Transport - Misc,SmallCap,-0.09,-0.19,-0.24,-0.29,-0.17,-0.25,-0.16,-0.08,0.01,0.02,0.17
RISHABH,Electronics - Automation,SmallCap,-0.13,-0.12,0.03,-0.44,-0.36,-0.34,-0.27,-0.25,0.39,0.37,0.39
ROHLTD,Leisure - Hotels,SmallCap,0.22,0.1,-0.13,-0.11,-0.12,-0.1,-0.11,0.01,0.59,0.46,0.59
ROSSTECH,Defense - Technology & Electronics,SmallCap,-0.24,-0.19,-0.39,-0.48,-0.35,-0.51,-0.33,0.24,0.38,0.34,0.38
ROTO,Industrial - Pumps/Engines,SmallCap,0.11,-0.22,-0.13,-0.18,-0.17,-0.04,0.2,0.06,0.11,0.16,0.29
RPGLIFE,Healthcare - Formulations,SmallCap,0.18,0.11,0.02,-0.09,0.02,0.14,0.36,0.11,0.21,0.17,0.36
RPOWER,Power - Generation,SmallCap,0.05,-0.09,0.12,-0.11,-0.07,0.34,0.34,0.33,0.37,0.33,0.37
RRKABEL,Power - Wiring,SmallCap,-0.02,-0.13,-0.3,-0.32,-0.1,0.47,0.45,0.46,0.59,0.58,0.59
RSYSTEMS,IT - Services,SmallCap,-0.37,-0.32,-0.52,-0.51,-0.43,-0.41,0.04,-0.01,0.13,0.13,0.13
RTNINDIA,IT - Platform - Ecommerce,SmallCap,-0.25,-0.31,-0.45,-0.23,-0.49,-0.39,0.42,0.19,0.38,0.34,0.42
RUSTOMJEE,Real Estate,SmallCap,0.12,-0.11,-0.38,-0.36,-0.4,-0.1,0.15,0.02,0.14,0.11,0.18
SAFARI,Consumption - Luggage,SmallCap,0.11,0.14,-0.28,-0.2,0.01,-0.01,-0.08,-0.04,0.06,0.2,0.2
SAIL,Metals - Iron & Steel,MidCap,-0.08,-0.22,-0.18,-0.2,-0.02,0.12,0.29,0.2,0.21,0.14,0.29
SAMHI,Leisure - Hotels,SmallCap,-0.08,-0.28,-0.57,-0.55,-0.21,-0.1,-0.03,0.06,0.11,0.22,0.22
SAMMAANCAP,Financials - Housing,SmallCap,-0.0,-0.27,-0.37,-0.44,-0.35,-0.43,-0.14,-0.16,-0.03,0.12,0.19
SANATHAN,Textiles - Mfg (Spin/Yarn/Integrated),SmallCap,0.09,0.06,-0.13,0.23,0.26,-0.16,0.09,0.15,0.35,0.28,0.35
SANDHAR,Auto - Electricals & Electronics,SmallCap,-0.15,-0.56,-0.55,-0.38,-0.28,-0.09,0.03,-0.02,0.07,0.09,0.09
SANGHIIND,Infra - Cement,SmallCap,-0.64,-0.54,-0.51,-0.2,-0.22,-0.2,0.15,0.15,0.25,0.02,0.25
SANGHVIMOV,Auto - Construction,SmallCap,-0.27,-0.43,-0.49,-0.39,-0.38,-0.31,-0.35,-0.32,-0.06,0.02,0.02
SANOFICONR,Healthcare - Formulations - OTC,SmallCap,0.14,0.16,0.09,0.23,0.26,0.36,0.29,0.3,0.42,0.33,0.42
SANSERA,Auto - Suspension & Axles,SmallCap,0.27,0.11,-0.1,-0.24,-0.18,-0.17,0.06,0.05,0.21,0.18,0.51
SANSTAR,Agri - Misc,SmallCap,-0.02,-0.06,-0.5,-0.39,-0.24,-0.3,0.12,0.06,0.02,0.17,0.17
SARDAEN,Metals - Iron & Steel,SmallCap,0.35,0.39,0.11,0.06,0.01,-0.03,-0.03,-0.05,0.31,0.37,0.39
SASKEN,IT - Services,SmallCap,0.15,0.23,0.26,0.32,0.3,0.07,0.18,0.18,0.16,0.1,0.34
